Time,I-1 O2 0.2m,I-2 O2 0.2m,I-3 O2 0.2m,I-4 O2 0.2m,I-5 O2 0.2m,I-6 O2 0.2m,I-1 O2 5m,I-2 O2 5m,I-3 O2 5m,I-4 O2 5m,I-5 O2 5m,I-6 O2 5m,I-1 CO 0.2m,I-2 CO 0.2m,I-3 CO 0.2m,I-4 CO 0.2m,I-5 CO 0.2m,I-6 CO 0.2m,I-1 CO 5m,I-2 CO 5m,I-3 CO 5m,I-4 CO 5m,I-5 CO 5m,I-6 CO 5m,I-1 CO2 0.2m,I-2 CO2 0.2m,I-3 CO2 0.2m,I-4 CO2 0.2m,I-5 CO2 0.2m,I-6 CO2 0.2m,I-1 CO2 5m,I-2 CO2 5m,I-3 CO2 5m,I-4 CO2 5m,I-5 CO2 5m,I-6 CO2 5m
1437,0.1645,NaN,NaN,NaN,NaN,NaN,0.1610,NaN,NaN,NaN,NaN,NaN,0.000365,NaN,NaN,NaN,NaN,NaN,0.000422,NaN,NaN,NaN,NaN,NaN,0.0258,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1440,0.1643,NaN,NaN,NaN,NaN,NaN,0.1610,NaN,NaN,NaN,NaN,NaN,0.000365,NaN,NaN,NaN,NaN,NaN,0.000422,NaN,NaN,NaN,NaN,NaN,0.0259,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1443,0.1633,NaN,NaN,NaN,NaN,NaN,0.1612,NaN,NaN,NaN,NaN,NaN,0.000365,NaN,NaN,NaN,NaN,NaN,0.000419,NaN,NaN,NaN,NaN,NaN,0.0265,NaN,NaN,NaN,NaN,NaN,0.0367,NaN,NaN,NaN,NaN,NaN
1446,0.1627,NaN,NaN,NaN,NaN,NaN,0.1611,NaN,NaN,NaN,NaN,NaN,0.000366,NaN,NaN,NaN,NaN,NaN,0.000417,NaN,NaN,NaN,NaN,NaN,0.0268,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1449,0.1628,NaN,NaN,NaN,NaN,NaN,0.1610,NaN,NaN,NaN,NaN,NaN,0.000368,NaN,NaN,NaN,NaN,NaN,0.000416,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1452,0.1625,NaN,NaN,NaN,NaN,NaN,0.1611,NaN,NaN,NaN,NaN,NaN,0.000369,NaN,NaN,NaN,NaN,NaN,0.000416,NaN,NaN,NaN,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1455,0.1607,NaN,NaN,NaN,NaN,NaN,0.1612,NaN,NaN,NaN,NaN,NaN,0.000372,NaN,NaN,NaN,NaN,NaN,0.000415,NaN,NaN,NaN,NaN,NaN,0.0279,NaN,NaN,NaN,NaN,NaN,0.0367,NaN,NaN,NaN,NaN,NaN
1458,0.1600,NaN,NaN,NaN,NaN,NaN,0.1611,NaN,NaN,NaN,NaN,NaN,0.000374,NaN,NaN,NaN,NaN,NaN,0.000414,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1461,0.1598,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000377,NaN,NaN,NaN,NaN,NaN,0.000413,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1464,0.1598,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000379,NaN,NaN,NaN,NaN,NaN,0.000413,NaN,NaN,NaN,NaN,NaN,0.0285,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1467,0.1594,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000381,NaN,NaN,NaN,NaN,NaN,0.000411,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1470,0.1588,NaN,NaN,NaN,NaN,NaN,0.1604,NaN,NaN,NaN,NaN,NaN,0.000382,NaN,NaN,NaN,NaN,NaN,0.000411,NaN,NaN,NaN,NaN,NaN,0.0290,NaN,NaN,NaN,NaN,NaN,0.0373,NaN,NaN,NaN,NaN,NaN
1473,0.1584,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000383,NaN,NaN,NaN,NaN,NaN,0.000410,NaN,NaN,NaN,NaN,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,0.0374,NaN,NaN,NaN,NaN,NaN
1476,0.1583,NaN,NaN,NaN,NaN,NaN,0.1601,NaN,NaN,NaN,NaN,NaN,0.000385,NaN,NaN,NaN,NaN,NaN,0.000409,NaN,NaN,NaN,NaN,NaN,0.0293,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1479,0.1582,NaN,NaN,NaN,NaN,NaN,0.1601,NaN,NaN,NaN,NaN,NaN,0.000386,NaN,NaN,NaN,NaN,NaN,0.000409,NaN,NaN,NaN,NaN,NaN,0.0294,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1482,0.1582,NaN,NaN,NaN,NaN,NaN,0.1604,NaN,NaN,NaN,NaN,NaN,0.000387,NaN,NaN,NaN,NaN,NaN,0.000409,NaN,NaN,NaN,NaN,NaN,0.0294,NaN,NaN,NaN,NaN,NaN,0.0373,NaN,NaN,NaN,NaN,NaN
1485,0.1585,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000387,NaN,NaN,NaN,NaN,NaN,0.000407,NaN,NaN,NaN,NaN,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1488,0.1588,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000386,NaN,NaN,NaN,NaN,NaN,0.000405,NaN,NaN,NaN,NaN,NaN,0.0290,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1491,0.1591,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000385,NaN,NaN,NaN,NaN,NaN,0.000404,NaN,NaN,NaN,NaN,NaN,0.0288,NaN,NaN,NaN,NaN,NaN,0.0375,NaN,NaN,NaN,NaN,NaN
1494,0.1592,NaN,NaN,NaN,NaN,NaN,0.1599,NaN,NaN,NaN,NaN,NaN,0.000384,NaN,NaN,NaN,NaN,NaN,0.000403,NaN,NaN,NaN,NaN,NaN,0.0288,NaN,NaN,NaN,NaN,NaN,0.0377,NaN,NaN,NaN,NaN,NaN
1497,0.1594,NaN,NaN,NaN,NaN,NaN,0.1600,NaN,NaN,NaN,NaN,NaN,0.000382,NaN,NaN,NaN,NaN,NaN,0.000401,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1500,0.1595,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000379,NaN,NaN,NaN,NaN,NaN,0.000401,NaN,NaN,NaN,NaN,NaN,0.0286,NaN,NaN,NaN,NaN,NaN,0.0374,NaN,NaN,NaN,NaN,NaN
1503,0.1596,NaN,NaN,NaN,NaN,NaN,0.1597,NaN,NaN,NaN,NaN,NaN,0.000375,NaN,NaN,NaN,NaN,NaN,0.000400,NaN,NaN,NaN,NaN,NaN,0.0286,NaN,NaN,NaN,NaN,NaN,0.0378,NaN,NaN,NaN,NaN,NaN
1506,0.1597,NaN,NaN,NaN,NaN,NaN,0.1594,NaN,NaN,NaN,NaN,NaN,0.000375,NaN,NaN,NaN,NaN,NaN,0.000398,NaN,NaN,NaN,NaN,NaN,0.0285,NaN,NaN,NaN,NaN,NaN,0.0380,NaN,NaN,NaN,NaN,NaN
1509,0.1599,NaN,NaN,NaN,NaN,NaN,0.1592,NaN,NaN,NaN,NaN,NaN,0.000373,NaN,NaN,NaN,NaN,NaN,0.000398,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1512,0.1601,NaN,NaN,NaN,NaN,NaN,0.1592,NaN,NaN,NaN,NaN,NaN,0.000370,NaN,NaN,NaN,NaN,NaN,0.000396,NaN,NaN,NaN,NaN,NaN,0.0283,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1515,0.1598,NaN,NaN,NaN,NaN,NaN,0.1595,NaN,NaN,NaN,NaN,NaN,0.000368,NaN,NaN,NaN,NaN,NaN,0.000395,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0380,NaN,NaN,NaN,NaN,NaN
1518,0.1599,NaN,NaN,NaN,NaN,NaN,0.1595,NaN,NaN,NaN,NaN,NaN,0.000367,NaN,NaN,NaN,NaN,NaN,0.000394,NaN,NaN,NaN,NaN,NaN,0.0284,NaN,NaN,NaN,NaN,NaN,0.0380,NaN,NaN,NaN,NaN,NaN
1521,0.1603,NaN,NaN,NaN,NaN,NaN,0.1593,NaN,NaN,NaN,NaN,NaN,0.000366,NaN,NaN,NaN,NaN,NaN,0.000394,NaN,NaN,NaN,NaN,NaN,0.0281,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1524,0.1606,NaN,NaN,NaN,NaN,NaN,0.1596,NaN,NaN,NaN,NaN,NaN,0.000363,NaN,NaN,NaN,NaN,NaN,0.000391,NaN,NaN,NaN,NaN,NaN,0.0280,NaN,NaN,NaN,NaN,NaN,0.0379,NaN,NaN,NaN,NaN,NaN
1527,0.1607,NaN,NaN,NaN,NaN,NaN,0.1596,NaN,NaN,NaN,NaN,NaN,0.000361,NaN,NaN,NaN,NaN,NaN,0.000390,NaN,NaN,NaN,NaN,NaN,0.0280,NaN,NaN,NaN,NaN,NaN,0.0379,NaN,NaN,NaN,NaN,NaN
1530,0.1604,NaN,NaN,NaN,NaN,NaN,0.1596,NaN,NaN,NaN,NaN,NaN,0.000359,NaN,NaN,NaN,NaN,NaN,0.000388,NaN,NaN,NaN,NaN,NaN,0.0281,NaN,NaN,NaN,NaN,NaN,0.0379,NaN,NaN,NaN,NaN,NaN
1533,0.1610,NaN,NaN,NaN,NaN,NaN,0.1598,NaN,NaN,NaN,NaN,NaN,0.000358,NaN,NaN,NaN,NaN,NaN,0.000386,NaN,NaN,NaN,NaN,NaN,0.0278,NaN,NaN,NaN,NaN,NaN,0.0378,NaN,NaN,NaN,NaN,NaN
1536,0.1613,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000356,NaN,NaN,NaN,NaN,NaN,0.000384,NaN,NaN,NaN,NaN,NaN,0.0276,NaN,NaN,NaN,NaN,NaN,0.0375,NaN,NaN,NaN,NaN,NaN
1539,0.1616,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000353,NaN,NaN,NaN,NaN,NaN,0.000382,NaN,NaN,NaN,NaN,NaN,0.0274,NaN,NaN,NaN,NaN,NaN,0.0374,NaN,NaN,NaN,NaN,NaN
1542,0.1619,NaN,NaN,NaN,NaN,NaN,0.1599,NaN,NaN,NaN,NaN,NaN,0.000351,NaN,NaN,NaN,NaN,NaN,0.000381,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0377,NaN,NaN,NaN,NaN,NaN
1545,0.1620,NaN,NaN,NaN,NaN,NaN,0.1598,NaN,NaN,NaN,NaN,NaN,0.000349,NaN,NaN,NaN,NaN,NaN,0.000378,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0378,NaN,NaN,NaN,NaN,NaN
1548,0.1621,NaN,NaN,NaN,NaN,NaN,0.1599,NaN,NaN,NaN,NaN,NaN,0.000346,NaN,NaN,NaN,NaN,NaN,0.000376,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0377,NaN,NaN,NaN,NaN,NaN
1551,0.1621,NaN,NaN,NaN,NaN,NaN,0.1601,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,NaN,NaN,0.000375,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1554,0.1621,NaN,NaN,NaN,NaN,NaN,0.1603,NaN,NaN,NaN,NaN,NaN,0.000342,NaN,NaN,NaN,NaN,NaN,0.000374,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0374,NaN,NaN,NaN,NaN,NaN
1557,0.1630,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000341,NaN,NaN,NaN,NaN,NaN,0.000371,NaN,NaN,NaN,NaN,NaN,0.0266,NaN,NaN,NaN,NaN,NaN,0.0375,NaN,NaN,NaN,NaN,NaN
1560,0.1637,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000337,NaN,NaN,NaN,NaN,NaN,0.000369,NaN,NaN,NaN,NaN,NaN,0.0262,NaN,NaN,NaN,NaN,NaN,0.0375,NaN,NaN,NaN,NaN,NaN
1563,0.1637,NaN,NaN,NaN,NaN,NaN,0.1604,NaN,NaN,NaN,NaN,NaN,0.000332,NaN,NaN,NaN,NaN,NaN,0.000367,NaN,NaN,NaN,NaN,NaN,0.0262,NaN,NaN,NaN,NaN,NaN,0.0373,NaN,NaN,NaN,NaN,NaN
1566,0.1636,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000330,NaN,NaN,NaN,NaN,NaN,0.000365,NaN,NaN,NaN,NaN,NaN,0.0263,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1569,0.1638,NaN,NaN,NaN,NaN,NaN,0.1605,NaN,NaN,NaN,NaN,NaN,0.000328,NaN,NaN,NaN,NaN,NaN,0.000364,NaN,NaN,NaN,NaN,NaN,0.0262,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1572,0.1639,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000325,NaN,NaN,NaN,NaN,NaN,0.000363,NaN,NaN,NaN,NaN,NaN,0.0261,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1575,0.1637,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000323,NaN,NaN,NaN,NaN,NaN,0.000362,NaN,NaN,NaN,NaN,NaN,0.0262,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1578,0.1634,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000322,NaN,NaN,NaN,NaN,NaN,0.000361,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1581,0.1635,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000321,NaN,NaN,NaN,NaN,NaN,0.000359,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1584,0.1635,NaN,NaN,NaN,NaN,NaN,0.1611,NaN,NaN,NaN,NaN,NaN,0.000321,NaN,NaN,NaN,NaN,NaN,0.000358,NaN,NaN,NaN,NaN,NaN,0.0264,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1587,0.1633,NaN,NaN,NaN,NaN,NaN,0.1612,NaN,NaN,NaN,NaN,NaN,0.000321,NaN,NaN,NaN,NaN,NaN,0.000357,NaN,NaN,NaN,NaN,NaN,0.0265,NaN,NaN,NaN,NaN,NaN,0.0368,NaN,NaN,NaN,NaN,NaN
1590,0.1631,NaN,NaN,NaN,NaN,NaN,0.1609,NaN,NaN,NaN,NaN,NaN,0.000321,NaN,NaN,NaN,NaN,NaN,0.000356,NaN,NaN,NaN,NaN,NaN,0.0266,NaN,NaN,NaN,NaN,NaN,0.0369,NaN,NaN,NaN,NaN,NaN
1593,0.1630,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000321,NaN,NaN,NaN,NaN,NaN,0.000356,NaN,NaN,NaN,NaN,NaN,0.0267,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1596,0.1628,NaN,NaN,NaN,NaN,NaN,0.1606,NaN,NaN,NaN,NaN,NaN,0.000321,NaN,NaN,NaN,NaN,NaN,0.000356,NaN,NaN,NaN,NaN,NaN,0.0268,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1599,0.1621,NaN,NaN,NaN,NaN,NaN,0.1601,NaN,NaN,NaN,NaN,NaN,0.000322,NaN,NaN,NaN,NaN,NaN,0.000355,NaN,NaN,NaN,NaN,NaN,0.0271,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1602,0.1619,NaN,NaN,NaN,NaN,NaN,0.1599,NaN,NaN,NaN,NaN,NaN,0.000323,NaN,NaN,NaN,NaN,NaN,0.000357,NaN,NaN,NaN,NaN,NaN,0.0273,NaN,NaN,NaN,NaN,NaN,0.0377,NaN,NaN,NaN,NaN,NaN
1605,0.1617,NaN,NaN,NaN,NaN,NaN,0.1600,NaN,NaN,NaN,NaN,NaN,0.000324,NaN,NaN,NaN,NaN,NaN,0.000356,NaN,NaN,NaN,NaN,NaN,0.0274,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1608,0.1616,NaN,NaN,NaN,NaN,NaN,0.1605,NaN,NaN,NaN,NaN,NaN,0.000326,NaN,NaN,NaN,NaN,NaN,0.000356,NaN,NaN,NaN,NaN,NaN,0.0274,NaN,NaN,NaN,NaN,NaN,0.0372,NaN,NaN,NaN,NaN,NaN
1611,0.1614,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000326,NaN,NaN,NaN,NaN,NaN,0.000355,NaN,NaN,NaN,NaN,NaN,0.0276,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1614,0.1610,NaN,NaN,NaN,NaN,NaN,0.1607,NaN,NaN,NaN,NaN,NaN,0.000329,NaN,NaN,NaN,NaN,NaN,0.000355,NaN,NaN,NaN,NaN,NaN,0.0278,NaN,NaN,NaN,NaN,NaN,0.0371,NaN,NaN,NaN,NaN,NaN
1617,0.1600,NaN,NaN,NaN,NaN,NaN,0.1604,NaN,NaN,NaN,NaN,NaN,0.000329,NaN,NaN,NaN,NaN,NaN,0.000354,NaN,NaN,NaN,NaN,NaN,0.0283,NaN,NaN,NaN,NaN,NaN,0.0373,NaN,NaN,NaN,NaN,NaN
1620,0.1594,NaN,NaN,NaN,NaN,NaN,0.1604,NaN,NaN,NaN,NaN,NaN,0.000333,NaN,NaN,NaN,NaN,NaN,0.000351,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0373,NaN,NaN,NaN,NaN,NaN
1623,0.1591,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000335,NaN,NaN,NaN,NaN,NaN,0.000351,NaN,NaN,NaN,NaN,NaN,0.0289,NaN,NaN,NaN,NaN,NaN,0.0375,NaN,NaN,NaN,NaN,NaN
1626,0.1589,NaN,NaN,NaN,NaN,NaN,0.1599,NaN,NaN,NaN,NaN,NaN,0.000337,NaN,NaN,NaN,NaN,NaN,0.000351,NaN,NaN,NaN,NaN,NaN,0.0289,NaN,NaN,NaN,NaN,NaN,0.0377,NaN,NaN,NaN,NaN,NaN
1629,0.1585,NaN,NaN,NaN,NaN,NaN,0.1596,NaN,NaN,NaN,NaN,NaN,0.000338,NaN,NaN,NaN,NaN,NaN,0.000352,NaN,NaN,NaN,NaN,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,0.0379,NaN,NaN,NaN,NaN,NaN
1632,0.1581,NaN,NaN,NaN,NaN,NaN,0.1596,NaN,NaN,NaN,NaN,NaN,0.000339,NaN,NaN,NaN,NaN,NaN,0.000352,NaN,NaN,NaN,NaN,NaN,0.0294,NaN,NaN,NaN,NaN,NaN,0.0379,NaN,NaN,NaN,NaN,NaN
1635,0.1577,NaN,NaN,NaN,NaN,NaN,0.1593,NaN,NaN,NaN,NaN,NaN,0.000341,NaN,NaN,NaN,NaN,NaN,0.000353,NaN,NaN,NaN,NaN,NaN,0.0297,NaN,NaN,NaN,NaN,NaN,0.0381,NaN,NaN,NaN,NaN,NaN
1638,0.1574,NaN,NaN,NaN,NaN,NaN,0.1586,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,NaN,NaN,0.000353,NaN,NaN,NaN,NaN,NaN,0.0298,NaN,NaN,NaN,NaN,NaN,0.0387,NaN,NaN,NaN,NaN,NaN
1641,0.1574,NaN,NaN,NaN,NaN,NaN,0.1584,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,NaN,NaN,0.000354,NaN,NaN,NaN,NaN,NaN,0.0298,NaN,NaN,NaN,NaN,NaN,0.0388,NaN,NaN,NaN,NaN,NaN
1644,0.1577,NaN,NaN,NaN,NaN,NaN,0.1585,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,NaN,NaN,0.000355,NaN,NaN,NaN,NaN,NaN,0.0297,NaN,NaN,NaN,NaN,NaN,0.0388,NaN,NaN,NaN,NaN,NaN
1647,0.1577,NaN,NaN,NaN,NaN,NaN,0.1586,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,NaN,NaN,0.000354,NaN,NaN,NaN,NaN,NaN,0.0297,NaN,NaN,NaN,NaN,NaN,0.0387,NaN,NaN,NaN,NaN,NaN
1650,0.1577,NaN,NaN,NaN,NaN,NaN,0.1588,NaN,NaN,NaN,NaN,NaN,0.000343,NaN,NaN,NaN,NaN,NaN,0.000353,NaN,NaN,NaN,NaN,NaN,0.0296,NaN,NaN,NaN,NaN,NaN,0.0385,NaN,NaN,NaN,NaN,NaN
1653,0.1585,NaN,NaN,NaN,NaN,NaN,0.1588,NaN,NaN,NaN,NaN,NaN,0.000343,NaN,NaN,NaN,NaN,NaN,0.000352,NaN,NaN,NaN,NaN,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,0.0385,NaN,NaN,NaN,NaN,NaN
1656,0.1590,NaN,NaN,NaN,NaN,NaN,0.1591,NaN,NaN,NaN,NaN,NaN,0.000341,NaN,NaN,NaN,NaN,NaN,0.000351,NaN,NaN,NaN,NaN,NaN,0.0289,NaN,NaN,NaN,NaN,NaN,0.0383,NaN,NaN,NaN,NaN,NaN
1659,0.1594,NaN,NaN,NaN,NaN,NaN,0.1592,NaN,NaN,NaN,NaN,NaN,0.000338,NaN,NaN,NaN,NaN,NaN,0.000348,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1662,0.1595,NaN,NaN,NaN,NaN,NaN,0.1592,NaN,NaN,NaN,NaN,NaN,0.000334,NaN,NaN,NaN,NaN,NaN,0.000347,NaN,NaN,NaN,NaN,NaN,0.0286,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1665,0.1602,NaN,NaN,NaN,NaN,NaN,0.1590,NaN,NaN,NaN,NaN,NaN,0.000332,NaN,NaN,NaN,NaN,NaN,0.000346,NaN,NaN,NaN,NaN,NaN,0.0282,NaN,NaN,NaN,NaN,NaN,0.0384,NaN,NaN,NaN,NaN,NaN
1668,0.1607,NaN,NaN,NaN,NaN,NaN,0.1590,NaN,NaN,NaN,NaN,NaN,0.000328,NaN,NaN,NaN,NaN,NaN,0.000346,NaN,NaN,NaN,NaN,NaN,0.0279,NaN,NaN,NaN,NaN,NaN,0.0384,NaN,NaN,NaN,NaN,NaN
1671,0.1609,NaN,NaN,NaN,NaN,NaN,0.1589,NaN,NaN,NaN,NaN,NaN,0.000325,NaN,NaN,NaN,NaN,NaN,0.000343,NaN,NaN,NaN,NaN,NaN,0.0278,NaN,NaN,NaN,NaN,NaN,0.0384,NaN,NaN,NaN,NaN,NaN
1674,0.1614,NaN,NaN,NaN,NaN,NaN,0.1589,NaN,NaN,NaN,NaN,NaN,0.000322,NaN,NaN,NaN,NaN,NaN,0.000342,NaN,NaN,NaN,NaN,NaN,0.0275,NaN,NaN,NaN,NaN,NaN,0.0384,NaN,NaN,NaN,NaN,NaN
1677,0.1618,NaN,NaN,NaN,NaN,NaN,0.1588,NaN,NaN,NaN,NaN,NaN,0.000320,NaN,NaN,NaN,NaN,NaN,0.000343,NaN,NaN,NaN,NaN,NaN,0.0273,NaN,NaN,NaN,NaN,NaN,0.0385,NaN,NaN,NaN,NaN,NaN
1680,0.1622,NaN,NaN,NaN,NaN,NaN,0.1591,NaN,NaN,NaN,NaN,NaN,0.000316,NaN,NaN,NaN,NaN,NaN,0.000342,NaN,NaN,NaN,NaN,NaN,0.0271,NaN,NaN,NaN,NaN,NaN,0.0383,NaN,NaN,NaN,NaN,NaN
1683,0.1623,NaN,NaN,NaN,NaN,NaN,0.1593,NaN,NaN,NaN,NaN,NaN,0.000313,NaN,NaN,NaN,NaN,NaN,0.000342,NaN,NaN,NaN,NaN,NaN,0.0270,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1686,0.1623,NaN,NaN,NaN,NaN,NaN,0.1593,NaN,NaN,NaN,NaN,NaN,0.000310,NaN,NaN,NaN,NaN,NaN,0.000340,NaN,NaN,NaN,NaN,NaN,0.0270,NaN,NaN,NaN,NaN,NaN,0.0382,NaN,NaN,NaN,NaN,NaN
1689,0.1623,NaN,NaN,NaN,NaN,NaN,0.1593,NaN,NaN,NaN,NaN,NaN,0.000308,NaN,NaN,NaN,NaN,NaN,0.000338,NaN,NaN,NaN,NaN,NaN,0.0270,NaN,NaN,NaN,NaN,NaN,0.0381,NaN,NaN,NaN,NaN,NaN
1692,0.1622,NaN,NaN,NaN,NaN,NaN,0.1596,NaN,NaN,NaN,NaN,NaN,0.000307,NaN,NaN,NaN,NaN,NaN,0.000337,NaN,NaN,NaN,NaN,NaN,0.0271,NaN,NaN,NaN,NaN,NaN,0.0380,NaN,NaN,NaN,NaN,NaN
1695,0.1619,NaN,NaN,NaN,NaN,NaN,0.1600,NaN,NaN,NaN,NaN,NaN,0.000306,NaN,NaN,NaN,NaN,NaN,0.000336,NaN,NaN,NaN,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0376,NaN,NaN,NaN,NaN,NaN
1698,0.1616,NaN,NaN,NaN,NaN,NaN,0.1602,NaN,NaN,NaN,NaN,NaN,0.000305,NaN,NaN,NaN,NaN,NaN,0.000333,NaN,NaN,NaN,NaN,NaN,0.0274,NaN,NaN,NaN,NaN,NaN,0.0375,NaN,NaN,NaN,NaN,NaN
