Time,I-1 O2 0.2m,I-2 O2 0.2m,I-3 O2 0.2m,I-4 O2 0.2m,I-5 O2 0.2m,I-6 O2 0.2m,I-1 O2 5m,I-2 O2 5m,I-3 O2 5m,I-4 O2 5m,I-5 O2 5m,I-6 O2 5m,I-1 CO 0.2m,I-2 CO 0.2m,I-3 CO 0.2m,I-4 CO 0.2m,I-5 CO 0.2m,I-6 CO 0.2m,I-1 CO 5m,I-2 CO 5m,I-3 CO 5m,I-4 CO 5m,I-5 CO 5m,I-6 CO 5m,I-1 CO2 0.2m,I-2 CO2 0.2m,I-3 CO2 0.2m,I-4 CO2 0.2m,I-5 CO2 0.2m,I-6 CO2 0.2m,I-1 CO2 5m,I-2 CO2 5m,I-3 CO2 5m,I-4 CO2 5m,I-5 CO2 5m,I-6 CO2 5m
384,0.1679,NaN,0.1324,0.1496,NaN,NaN,0.1635,0.1272,0.1790,0.1537,NaN,NaN,0.000871,NaN,0.001170,0.001001,NaN,NaN,0.000933,0.001526,0.000608,0.000886,NaN,NaN,0.0238,NaN,0.0584,0.0454,NaN,NaN,0.0350,0.0469,0.0176,0.0319,NaN,NaN
387,0.1671,NaN,0.1328,0.1495,NaN,NaN,0.1629,0.1279,0.1780,0.1563,NaN,NaN,0.000874,NaN,0.001168,0.001002,NaN,NaN,0.000941,0.001523,0.000577,0.000888,NaN,NaN,0.0243,NaN,0.0581,0.0455,NaN,NaN,0.0354,0.0466,0.0182,0.0304,NaN,NaN
390,0.1665,NaN,NaN,0.1494,NaN,NaN,0.1627,NaN,0.1793,0.1574,NaN,NaN,0.000877,NaN,NaN,0.001002,NaN,NaN,0.000949,NaN,0.000539,0.000883,NaN,NaN,0.0246,NaN,NaN,0.0456,NaN,NaN,0.0356,NaN,0.0174,0.0298,NaN,NaN
393,0.1661,NaN,NaN,0.1493,NaN,NaN,0.1622,NaN,0.1807,0.1581,NaN,NaN,0.000882,NaN,NaN,0.001002,NaN,NaN,0.000955,NaN,0.000518,0.000874,NaN,NaN,0.0249,NaN,NaN,0.0457,NaN,NaN,0.0360,NaN,0.0166,0.0294,NaN,NaN
396,0.1662,NaN,NaN,0.1489,NaN,NaN,0.1619,NaN,0.1832,0.1598,NaN,NaN,0.000890,NaN,NaN,0.001003,NaN,NaN,0.000961,NaN,0.000486,0.000862,NaN,NaN,0.0248,NaN,NaN,0.0459,NaN,NaN,0.0362,NaN,0.0152,0.0285,NaN,NaN
399,0.1676,NaN,NaN,0.1482,NaN,NaN,0.1620,NaN,0.1872,0.1594,NaN,NaN,0.000893,NaN,NaN,0.001008,NaN,NaN,0.000964,NaN,0.000462,0.000845,NaN,NaN,0.0240,NaN,NaN,0.0465,NaN,NaN,0.0361,NaN,0.0129,0.0286,NaN,NaN
402,0.1695,NaN,NaN,0.1470,NaN,NaN,0.1618,NaN,0.1929,0.1599,NaN,NaN,0.000885,NaN,NaN,0.001014,NaN,NaN,0.000971,NaN,0.000409,0.000837,NaN,NaN,0.0230,NaN,NaN,0.0474,NaN,NaN,0.0363,NaN,0.0097,0.0284,NaN,NaN
405,0.1706,NaN,NaN,0.1465,NaN,NaN,0.1619,NaN,NaN,0.1627,NaN,NaN,0.000870,NaN,NaN,0.001023,NaN,NaN,0.000973,NaN,NaN,0.000825,NaN,NaN,0.0223,NaN,NaN,0.0478,NaN,NaN,0.0362,NaN,NaN,0.0268,NaN,NaN
408,0.1725,NaN,NaN,0.1461,NaN,NaN,0.1616,NaN,NaN,0.1638,NaN,NaN,0.000842,NaN,NaN,0.001030,NaN,NaN,0.000973,NaN,NaN,0.000807,NaN,NaN,0.0212,NaN,NaN,0.0480,NaN,NaN,0.0364,NaN,NaN,0.0262,NaN,NaN
411,0.1733,NaN,NaN,0.1458,NaN,NaN,0.1616,NaN,NaN,0.1626,NaN,NaN,0.000811,NaN,NaN,0.001036,NaN,NaN,0.000975,NaN,NaN,0.000788,NaN,NaN,0.0208,NaN,NaN,0.0483,NaN,NaN,0.0364,NaN,NaN,0.0268,NaN,NaN
414,0.1720,NaN,NaN,0.1456,NaN,NaN,0.1613,NaN,NaN,0.1639,NaN,NaN,0.000795,NaN,NaN,0.001044,NaN,NaN,0.000977,NaN,NaN,0.000779,NaN,NaN,0.0215,NaN,NaN,0.0485,NaN,NaN,0.0366,NaN,NaN,0.0261,NaN,NaN
417,0.1696,NaN,NaN,0.1455,NaN,NaN,0.1611,NaN,NaN,0.1611,NaN,NaN,0.000789,NaN,NaN,0.001048,NaN,NaN,0.000978,NaN,NaN,0.000769,NaN,NaN,0.0229,NaN,NaN,0.0485,NaN,NaN,0.0368,NaN,NaN,0.0277,NaN,NaN
420,0.1699,NaN,NaN,0.1456,NaN,NaN,0.1619,NaN,NaN,0.1563,NaN,NaN,0.000794,NaN,NaN,0.001051,NaN,NaN,0.000976,NaN,NaN,0.000775,NaN,NaN,0.0227,NaN,NaN,0.0484,NaN,NaN,0.0362,NaN,NaN,0.0304,NaN,NaN
423,0.1708,NaN,NaN,0.1455,NaN,NaN,0.1621,NaN,NaN,0.1531,NaN,NaN,0.000797,NaN,NaN,0.001054,NaN,NaN,0.000972,NaN,NaN,0.000804,NaN,NaN,0.0222,NaN,NaN,0.0485,NaN,NaN,0.0361,NaN,NaN,0.0322,NaN,NaN
426,0.1715,NaN,NaN,0.1453,NaN,NaN,0.1616,NaN,NaN,0.1519,NaN,NaN,0.000795,NaN,NaN,0.001055,NaN,NaN,0.000970,NaN,NaN,0.000828,NaN,NaN,0.0218,NaN,NaN,0.0487,NaN,NaN,0.0364,NaN,NaN,0.0329,NaN,NaN
429,0.1723,NaN,NaN,0.1454,NaN,NaN,0.1614,NaN,NaN,0.1484,NaN,NaN,0.000789,NaN,NaN,0.001056,NaN,NaN,0.000970,NaN,NaN,0.000862,NaN,NaN,0.0213,NaN,NaN,0.0486,NaN,NaN,0.0366,NaN,NaN,0.0349,NaN,NaN
432,0.1720,NaN,NaN,0.1451,NaN,NaN,0.1611,NaN,NaN,0.1469,NaN,NaN,0.000779,NaN,NaN,0.001056,NaN,NaN,0.000972,NaN,NaN,0.000894,NaN,NaN,0.0215,NaN,NaN,0.0488,NaN,NaN,0.0368,NaN,NaN,0.0358,NaN,NaN
435,0.1680,NaN,NaN,0.1448,NaN,NaN,0.1607,NaN,NaN,0.1447,NaN,NaN,0.000778,NaN,NaN,0.001056,NaN,NaN,0.000974,NaN,NaN,0.000934,NaN,NaN,0.0238,NaN,NaN,0.0491,NaN,NaN,0.0371,NaN,NaN,0.0370,NaN,NaN
438,0.1655,NaN,NaN,0.1448,NaN,NaN,0.1604,NaN,NaN,0.1441,NaN,NaN,0.000792,NaN,NaN,0.001056,NaN,NaN,0.000975,NaN,NaN,0.000958,NaN,NaN,0.0252,NaN,NaN,0.0490,NaN,NaN,0.0373,NaN,NaN,0.0373,NaN,NaN
441,0.1659,NaN,NaN,0.1445,NaN,NaN,0.1603,NaN,NaN,0.1444,NaN,NaN,0.000811,NaN,NaN,0.001056,NaN,NaN,0.000978,NaN,NaN,0.000984,NaN,NaN,0.0250,NaN,NaN,0.0493,NaN,NaN,0.0374,NaN,NaN,0.0372,NaN,NaN
444,0.1663,NaN,NaN,0.1441,NaN,NaN,0.1603,NaN,NaN,0.1432,NaN,NaN,0.000832,NaN,NaN,0.001057,NaN,NaN,0.000979,NaN,NaN,0.001000,NaN,NaN,0.0248,NaN,NaN,0.0495,NaN,NaN,0.0374,NaN,NaN,0.0379,NaN,NaN
447,0.1670,NaN,NaN,0.1440,NaN,NaN,0.1591,NaN,NaN,0.1428,NaN,NaN,0.000842,NaN,NaN,0.001060,NaN,NaN,0.000982,NaN,NaN,0.001017,NaN,NaN,0.0244,NaN,NaN,0.0497,NaN,NaN,0.0383,NaN,NaN,0.0381,NaN,NaN
450,0.1681,NaN,NaN,0.1435,NaN,NaN,0.1581,NaN,NaN,0.1427,NaN,NaN,0.000841,NaN,NaN,0.001065,NaN,NaN,0.000988,NaN,NaN,0.001026,NaN,NaN,0.0237,NaN,NaN,0.0500,NaN,NaN,0.0390,NaN,NaN,0.0381,NaN,NaN
453,0.1666,NaN,NaN,0.1429,NaN,NaN,0.1583,NaN,NaN,0.1435,NaN,NaN,0.000837,NaN,NaN,0.001068,NaN,NaN,0.000995,NaN,NaN,0.001035,NaN,NaN,0.0246,NaN,NaN,0.0505,NaN,NaN,0.0389,NaN,NaN,0.0377,NaN,NaN
456,0.1654,NaN,NaN,0.1422,NaN,NaN,0.1584,NaN,NaN,0.1457,NaN,NaN,0.000841,NaN,NaN,0.001074,NaN,NaN,0.000999,NaN,NaN,0.001035,NaN,NaN,0.0253,NaN,NaN,0.0510,NaN,NaN,0.0388,NaN,NaN,0.0364,NaN,NaN
459,0.1668,NaN,NaN,0.1415,NaN,NaN,0.1580,NaN,NaN,0.1503,NaN,NaN,0.000851,NaN,NaN,0.001081,NaN,NaN,0.001003,NaN,NaN,0.001020,NaN,NaN,0.0245,NaN,NaN,0.0516,NaN,NaN,0.0391,NaN,NaN,0.0338,NaN,NaN
462,0.1672,NaN,NaN,0.1402,NaN,NaN,0.1581,NaN,NaN,0.1535,NaN,NaN,0.000850,NaN,NaN,0.001093,NaN,NaN,0.001004,NaN,NaN,0.000998,NaN,NaN,0.0242,NaN,NaN,0.0525,NaN,NaN,0.0391,NaN,NaN,0.0320,NaN,NaN
465,0.1659,NaN,NaN,0.1393,NaN,NaN,0.1579,NaN,NaN,0.1535,NaN,NaN,0.000848,NaN,NaN,0.001102,NaN,NaN,0.001007,NaN,NaN,0.000961,NaN,NaN,0.0250,NaN,NaN,0.0532,NaN,NaN,0.0392,NaN,NaN,0.0320,NaN,NaN
468,0.1650,NaN,NaN,0.1388,NaN,NaN,0.1575,NaN,NaN,0.1532,NaN,NaN,0.000852,NaN,NaN,0.001112,NaN,NaN,0.001010,NaN,NaN,0.000937,NaN,NaN,0.0255,NaN,NaN,0.0536,NaN,NaN,0.0395,NaN,NaN,0.0322,NaN,NaN
471,0.1642,NaN,NaN,0.1387,NaN,NaN,0.1580,NaN,NaN,0.1515,NaN,NaN,0.000862,NaN,NaN,0.001122,NaN,NaN,0.001012,NaN,NaN,0.000916,NaN,NaN,0.0260,NaN,NaN,0.0536,NaN,NaN,0.0392,NaN,NaN,0.0331,NaN,NaN
474,0.1640,NaN,NaN,0.1385,NaN,NaN,0.1580,NaN,NaN,0.1485,NaN,NaN,0.000871,NaN,NaN,0.001128,NaN,NaN,0.001012,NaN,NaN,0.000914,NaN,NaN,0.0261,NaN,NaN,0.0538,NaN,NaN,0.0391,NaN,NaN,0.0349,NaN,NaN
477,0.1639,NaN,NaN,0.1384,NaN,NaN,0.1573,NaN,NaN,0.1490,NaN,NaN,0.000877,NaN,NaN,0.001134,NaN,NaN,0.001018,NaN,NaN,0.000924,NaN,NaN,0.0261,NaN,NaN,0.0539,NaN,NaN,0.0396,NaN,NaN,0.0345,NaN,NaN
480,0.1642,NaN,NaN,0.1382,NaN,NaN,0.1577,NaN,NaN,0.1541,NaN,NaN,0.000884,NaN,NaN,0.001138,NaN,NaN,0.001019,NaN,NaN,0.000924,NaN,NaN,0.0260,NaN,NaN,0.0541,NaN,NaN,0.0393,NaN,NaN,0.0317,NaN,NaN
483,0.1645,NaN,NaN,0.1381,NaN,NaN,0.1577,NaN,NaN,0.1554,NaN,NaN,0.000886,NaN,NaN,0.001140,NaN,NaN,0.001017,NaN,NaN,0.000906,NaN,NaN,0.0258,NaN,NaN,0.0541,NaN,NaN,0.0393,NaN,NaN,0.0309,NaN,NaN
486,0.1640,NaN,NaN,0.1381,NaN,NaN,0.1572,NaN,NaN,0.1568,NaN,NaN,0.000885,NaN,NaN,0.001141,NaN,NaN,0.001017,NaN,NaN,0.000890,NaN,NaN,0.0261,NaN,NaN,0.0541,NaN,NaN,0.0397,NaN,NaN,0.0301,NaN,NaN
489,0.1637,NaN,NaN,0.1379,NaN,NaN,0.1569,NaN,NaN,0.1601,NaN,NaN,0.000886,NaN,NaN,0.001142,NaN,NaN,0.001018,NaN,NaN,0.000863,NaN,NaN,0.0262,NaN,NaN,0.0542,NaN,NaN,0.0399,NaN,NaN,0.0283,NaN,NaN
492,0.1637,NaN,NaN,0.1377,NaN,NaN,0.1566,NaN,NaN,0.1560,NaN,NaN,0.000887,NaN,NaN,0.001144,NaN,NaN,0.001020,NaN,NaN,0.000842,NaN,NaN,0.0262,NaN,NaN,0.0544,NaN,NaN,0.0402,NaN,NaN,0.0306,NaN,NaN
495,0.1637,NaN,NaN,0.1374,NaN,NaN,0.1556,NaN,NaN,0.1500,NaN,NaN,0.000887,NaN,NaN,0.001145,NaN,NaN,0.001023,NaN,NaN,0.000843,NaN,NaN,0.0262,NaN,NaN,0.0546,NaN,NaN,0.0409,NaN,NaN,0.0340,NaN,NaN
498,0.1633,NaN,NaN,0.1369,NaN,NaN,0.1563,NaN,NaN,0.1482,NaN,NaN,0.000892,NaN,NaN,0.001147,NaN,NaN,0.001033,NaN,NaN,0.000860,NaN,NaN,0.0264,NaN,NaN,0.0550,NaN,NaN,0.0404,NaN,NaN,0.0350,NaN,NaN
501,0.1630,NaN,NaN,0.1366,NaN,NaN,0.1567,NaN,NaN,0.1447,NaN,NaN,0.000898,NaN,NaN,0.001150,NaN,NaN,0.001032,NaN,NaN,0.000891,NaN,NaN,0.0266,NaN,NaN,0.0553,NaN,NaN,0.0401,NaN,NaN,0.0370,NaN,NaN
504,0.1629,NaN,NaN,0.1363,NaN,NaN,0.1566,NaN,NaN,0.1444,NaN,NaN,0.000902,NaN,NaN,0.001154,NaN,NaN,0.001031,NaN,NaN,0.000923,NaN,NaN,0.0267,NaN,NaN,0.0554,NaN,NaN,0.0402,NaN,NaN,0.0372,NaN,NaN
507,0.1626,NaN,NaN,0.1362,NaN,NaN,0.1571,NaN,NaN,0.1443,NaN,NaN,0.000905,NaN,NaN,0.001159,NaN,NaN,0.001028,NaN,NaN,0.000953,NaN,NaN,0.0268,NaN,NaN,0.0555,NaN,NaN,0.0398,NaN,NaN,0.0372,NaN,NaN
510,0.1630,NaN,NaN,0.1364,NaN,NaN,0.1569,NaN,NaN,0.1418,NaN,NaN,0.000908,NaN,NaN,0.001161,NaN,NaN,0.001025,NaN,NaN,0.000971,NaN,NaN,0.0266,NaN,NaN,0.0554,NaN,NaN,0.0399,NaN,NaN,0.0387,NaN,NaN
513,0.1638,NaN,NaN,0.1365,NaN,NaN,0.1567,NaN,NaN,0.1407,NaN,NaN,0.000906,NaN,NaN,0.001161,NaN,NaN,0.001024,NaN,NaN,0.000998,NaN,NaN,0.0262,NaN,NaN,0.0553,NaN,NaN,0.0401,NaN,NaN,0.0393,NaN,NaN
516,0.1636,NaN,NaN,0.1367,NaN,NaN,0.1568,NaN,NaN,0.1429,NaN,NaN,0.000901,NaN,NaN,0.001161,NaN,NaN,0.001020,NaN,NaN,0.001017,NaN,NaN,0.0263,NaN,NaN,0.0551,NaN,NaN,0.0400,NaN,NaN,0.0380,NaN,NaN
519,0.1636,NaN,NaN,0.1370,NaN,NaN,0.1569,NaN,NaN,0.1481,NaN,NaN,0.000899,NaN,NaN,0.001159,NaN,NaN,0.001020,NaN,NaN,0.001019,NaN,NaN,0.0263,NaN,NaN,0.0549,NaN,NaN,0.0399,NaN,NaN,0.0351,NaN,NaN
522,0.1642,NaN,NaN,0.1367,NaN,NaN,0.1574,NaN,NaN,0.1495,NaN,NaN,0.000896,NaN,NaN,0.001159,NaN,NaN,0.001020,NaN,NaN,0.001008,NaN,NaN,0.0260,NaN,NaN,0.0551,NaN,NaN,0.0396,NaN,NaN,0.0343,NaN,NaN
525,0.1639,NaN,NaN,0.1361,NaN,NaN,0.1579,NaN,NaN,0.1513,NaN,NaN,0.000892,NaN,NaN,0.001162,NaN,NaN,0.001016,NaN,NaN,0.000989,NaN,NaN,0.0261,NaN,NaN,0.0556,NaN,NaN,0.0392,NaN,NaN,0.0333,NaN,NaN
528,0.1635,NaN,NaN,0.1358,NaN,NaN,0.1580,NaN,NaN,0.1543,NaN,NaN,0.000890,NaN,NaN,0.001165,NaN,NaN,0.001011,NaN,NaN,0.000968,NaN,NaN,0.0264,NaN,NaN,0.0558,NaN,NaN,0.0391,NaN,NaN,0.0315,NaN,NaN
531,0.1632,NaN,NaN,0.1350,NaN,NaN,0.1582,NaN,NaN,0.1546,NaN,NaN,0.000891,NaN,NaN,0.001170,NaN,NaN,0.001007,NaN,NaN,0.000944,NaN,NaN,0.0265,NaN,NaN,0.0564,NaN,NaN,0.0390,NaN,NaN,0.0314,NaN,NaN
534,0.1628,NaN,NaN,0.1340,NaN,NaN,0.1592,NaN,NaN,0.1526,NaN,NaN,0.000896,NaN,NaN,0.001178,NaN,NaN,0.001002,NaN,NaN,0.000924,NaN,NaN,0.0268,NaN,NaN,0.0572,NaN,NaN,0.0382,NaN,NaN,0.0325,NaN,NaN
537,0.1633,NaN,NaN,0.1328,NaN,NaN,0.1587,NaN,NaN,0.1491,NaN,NaN,0.000897,NaN,NaN,0.001187,NaN,NaN,0.000989,NaN,NaN,0.000921,NaN,NaN,0.0265,NaN,NaN,0.0580,NaN,NaN,0.0386,NaN,NaN,0.0345,NaN,NaN
540,0.1639,NaN,NaN,0.1322,NaN,NaN,0.1585,NaN,NaN,0.1460,NaN,NaN,0.000895,NaN,NaN,0.001200,NaN,NaN,0.000984,NaN,NaN,0.000933,NaN,NaN,0.0261,NaN,NaN,0.0586,NaN,NaN,0.0387,NaN,NaN,0.0363,NaN,NaN
543,0.1636,NaN,NaN,0.1316,NaN,NaN,0.1589,NaN,NaN,0.1437,NaN,NaN,0.000892,NaN,NaN,0.001210,NaN,NaN,0.000980,NaN,NaN,0.000953,NaN,NaN,0.0263,NaN,NaN,0.0590,NaN,NaN,0.0385,NaN,NaN,0.0376,NaN,NaN
546,0.1629,NaN,NaN,0.1314,NaN,NaN,0.1592,NaN,NaN,0.1432,NaN,NaN,0.000893,NaN,NaN,0.001222,NaN,NaN,0.000977,NaN,NaN,0.000980,NaN,NaN,0.0267,NaN,NaN,0.0591,NaN,NaN,0.0382,NaN,NaN,0.0379,NaN,NaN
549,0.1627,NaN,NaN,0.1313,NaN,NaN,0.1592,NaN,NaN,0.1399,NaN,NaN,0.000896,NaN,NaN,0.001229,NaN,NaN,0.000974,NaN,NaN,0.001006,NaN,NaN,0.0268,NaN,NaN,0.0592,NaN,NaN,0.0382,NaN,NaN,0.0397,NaN,NaN
552,0.1628,NaN,NaN,0.1313,NaN,NaN,0.1587,NaN,NaN,0.1378,NaN,NaN,0.000898,NaN,NaN,0.001237,NaN,NaN,0.000973,NaN,NaN,0.001033,NaN,NaN,0.0268,NaN,NaN,0.0592,NaN,NaN,0.0386,NaN,NaN,0.0409,NaN,NaN
555,0.1629,NaN,NaN,0.1312,NaN,NaN,0.1582,NaN,NaN,0.1384,NaN,NaN,0.000898,NaN,NaN,0.001242,NaN,NaN,0.000975,NaN,NaN,0.001059,NaN,NaN,0.0267,NaN,NaN,0.0593,NaN,NaN,0.0390,NaN,NaN,0.0406,NaN,NaN
558,0.1630,NaN,NaN,0.1313,NaN,NaN,0.1580,NaN,NaN,0.1391,NaN,NaN,0.000898,NaN,NaN,0.001245,NaN,NaN,0.000978,NaN,NaN,0.001079,NaN,NaN,0.0266,NaN,NaN,0.0592,NaN,NaN,0.0391,NaN,NaN,0.0402,NaN,NaN
561,0.1623,NaN,NaN,0.1313,NaN,NaN,0.1578,NaN,NaN,0.1393,NaN,NaN,0.000897,NaN,NaN,0.001249,NaN,NaN,0.000981,NaN,NaN,0.001090,NaN,NaN,0.0271,NaN,NaN,0.0592,NaN,NaN,0.0393,NaN,NaN,0.0401,NaN,NaN
564,0.1611,NaN,NaN,0.1311,NaN,NaN,0.1574,NaN,NaN,0.1397,NaN,NaN,0.000900,NaN,NaN,0.001253,NaN,NaN,0.000984,NaN,NaN,0.001095,NaN,NaN,0.0277,NaN,NaN,0.0594,NaN,NaN,0.0396,NaN,NaN,0.0399,NaN,NaN
567,0.1611,NaN,NaN,0.1310,NaN,NaN,0.1572,NaN,NaN,0.1412,NaN,NaN,0.000903,NaN,NaN,0.001259,NaN,NaN,0.000987,NaN,NaN,0.001097,NaN,NaN,0.0277,NaN,NaN,0.0594,NaN,NaN,0.0397,NaN,NaN,0.0390,NaN,NaN
570,0.1615,NaN,NaN,0.1310,NaN,NaN,0.1572,NaN,NaN,0.1440,NaN,NaN,0.000906,NaN,NaN,0.001264,NaN,NaN,0.000989,NaN,NaN,0.001090,NaN,NaN,0.0275,NaN,NaN,0.0594,NaN,NaN,0.0397,NaN,NaN,0.0374,NaN,NaN
573,0.1610,NaN,NaN,0.1310,NaN,NaN,0.1572,NaN,NaN,0.1478,NaN,NaN,0.000907,NaN,NaN,0.001268,NaN,NaN,0.000989,NaN,NaN,0.001070,NaN,NaN,0.0278,NaN,NaN,0.0594,NaN,NaN,0.0397,NaN,NaN,0.0353,NaN,NaN
576,0.1613,NaN,NaN,0.1306,NaN,NaN,0.1567,NaN,NaN,0.1500,NaN,NaN,0.000907,NaN,NaN,0.001273,NaN,NaN,0.000991,NaN,NaN,0.001045,NaN,NaN,0.0276,NaN,NaN,0.0598,NaN,NaN,0.0401,NaN,NaN,0.0340,NaN,NaN
579,0.1616,NaN,NaN,0.1301,NaN,NaN,0.1567,NaN,NaN,0.1489,NaN,NaN,0.000906,NaN,NaN,0.001278,NaN,NaN,0.000991,NaN,NaN,0.001020,NaN,NaN,0.0274,NaN,NaN,0.0601,NaN,NaN,0.0401,NaN,NaN,0.0346,NaN,NaN
582,0.1617,NaN,NaN,0.1297,NaN,NaN,0.1568,NaN,NaN,0.1465,NaN,NaN,0.000904,NaN,NaN,0.001286,NaN,NaN,0.000990,NaN,NaN,0.001005,NaN,NaN,0.0274,NaN,NaN,0.0604,NaN,NaN,0.0400,NaN,NaN,0.0360,NaN,NaN
585,0.1616,NaN,NaN,0.1292,NaN,NaN,0.1568,NaN,NaN,0.1450,NaN,NaN,0.000901,NaN,NaN,0.001298,NaN,NaN,0.000990,NaN,NaN,0.001007,NaN,NaN,0.0274,NaN,NaN,0.0608,NaN,NaN,0.0400,NaN,NaN,0.0368,NaN,NaN
588,0.1613,NaN,NaN,0.1287,NaN,NaN,0.1566,NaN,NaN,0.1452,NaN,NaN,0.000899,NaN,NaN,0.001309,NaN,NaN,0.000991,NaN,NaN,0.001015,NaN,NaN,0.0276,NaN,NaN,0.0611,NaN,NaN,0.0402,NaN,NaN,0.0367,NaN,NaN
591,0.1614,NaN,NaN,0.1284,NaN,NaN,0.1565,NaN,NaN,0.1430,NaN,NaN,0.000898,NaN,NaN,0.001318,NaN,NaN,0.000992,NaN,NaN,0.001024,NaN,NaN,0.0276,NaN,NaN,0.0614,NaN,NaN,0.0403,NaN,NaN,0.0380,NaN,NaN
594,0.1611,NaN,NaN,0.1284,NaN,NaN,0.1565,NaN,NaN,0.1400,NaN,NaN,0.000898,NaN,NaN,0.001324,NaN,NaN,0.000992,NaN,NaN,0.001043,NaN,NaN,0.0277,NaN,NaN,0.0614,NaN,NaN,0.0403,NaN,NaN,0.0397,NaN,NaN
597,0.1608,NaN,NaN,0.1284,NaN,NaN,0.1569,NaN,NaN,0.1362,NaN,NaN,0.000899,NaN,NaN,0.001329,NaN,NaN,0.000989,NaN,NaN,0.001075,NaN,NaN,0.0279,NaN,NaN,0.0614,NaN,NaN,0.0399,NaN,NaN,0.0418,NaN,NaN
600,0.1609,NaN,NaN,0.1282,NaN,NaN,0.1571,NaN,NaN,0.1351,NaN,NaN,0.000899,NaN,NaN,0.001333,NaN,NaN,0.000987,NaN,NaN,0.001111,NaN,NaN,0.0278,NaN,NaN,0.0616,NaN,NaN,0.0398,NaN,NaN,0.0424,NaN,NaN
603,0.1610,NaN,NaN,0.1278,NaN,NaN,0.1575,NaN,NaN,0.1341,NaN,NaN,0.000900,NaN,NaN,0.001338,NaN,NaN,0.000983,NaN,NaN,0.001143,NaN,NaN,0.0278,NaN,NaN,0.0619,NaN,NaN,0.0395,NaN,NaN,0.0430,NaN,NaN
606,0.1606,NaN,NaN,0.1274,NaN,NaN,0.1574,NaN,NaN,0.1325,NaN,NaN,0.000899,NaN,NaN,0.001342,NaN,NaN,0.000980,NaN,NaN,0.001175,NaN,NaN,0.0280,NaN,NaN,0.0621,NaN,NaN,0.0396,NaN,NaN,0.0439,NaN,NaN
609,0.1601,NaN,NaN,0.1272,NaN,NaN,0.1568,NaN,NaN,0.1307,NaN,NaN,0.000899,NaN,NaN,0.001346,NaN,NaN,0.000979,NaN,NaN,0.001209,NaN,NaN,0.0283,NaN,NaN,0.0623,NaN,NaN,0.0400,NaN,NaN,0.0449,NaN,NaN
612,0.1593,NaN,NaN,0.1271,NaN,NaN,0.1565,NaN,NaN,0.1306,NaN,NaN,0.000900,NaN,NaN,0.001350,NaN,NaN,0.000977,NaN,NaN,0.001213,NaN,NaN,0.0288,NaN,NaN,0.0624,NaN,NaN,0.0403,NaN,NaN,0.0450,NaN,NaN
615,0.1594,NaN,NaN,0.1271,NaN,NaN,0.1566,NaN,NaN,0.1305,NaN,NaN,0.000906,NaN,NaN,0.001355,NaN,NaN,0.000977,NaN,NaN,0.001219,NaN,NaN,0.0287,NaN,NaN,0.0624,NaN,NaN,0.0402,NaN,NaN,0.0450,NaN,NaN
618,0.1596,NaN,NaN,0.1272,NaN,NaN,0.1564,NaN,NaN,0.1304,NaN,NaN,0.000908,NaN,NaN,0.001356,NaN,NaN,0.000978,NaN,NaN,0.001268,NaN,NaN,0.0286,NaN,NaN,0.0623,NaN,NaN,0.0403,NaN,NaN,0.0451,NaN,NaN
621,0.1602,NaN,NaN,0.1276,NaN,NaN,0.1561,NaN,NaN,0.1309,NaN,NaN,0.000906,NaN,NaN,0.001357,NaN,NaN,0.000979,NaN,NaN,0.001287,NaN,NaN,0.0282,NaN,NaN,0.0620,NaN,NaN,0.0406,NaN,NaN,0.0448,NaN,NaN
624,0.1625,NaN,NaN,NaN,NaN,NaN,0.1556,NaN,NaN,0.1314,NaN,NaN,0.000901,NaN,NaN,NaN,NaN,NaN,0.000979,NaN,NaN,0.001293,NaN,NaN,0.0269,NaN,NaN,NaN,NaN,NaN,0.0409,NaN,NaN,0.0445,NaN,NaN
627,0.1621,NaN,NaN,NaN,NaN,NaN,0.1554,NaN,NaN,0.1316,NaN,NaN,0.000887,NaN,NaN,NaN,NaN,NaN,0.000980,NaN,NaN,0.001294,NaN,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,0.0411,NaN,NaN,0.0445,NaN,NaN
630,0.1608,NaN,NaN,NaN,NaN,NaN,0.1555,NaN,NaN,0.1313,NaN,NaN,0.000880,NaN,NaN,NaN,NaN,NaN,0.000982,NaN,NaN,0.001292,NaN,NaN,0.0279,NaN,NaN,NaN,NaN,NaN,0.0410,NaN,NaN,0.0446,NaN,NaN
633,0.1610,NaN,NaN,NaN,NaN,NaN,0.1550,NaN,NaN,0.1308,NaN,NaN,0.000879,NaN,NaN,NaN,NaN,NaN,0.000984,NaN,NaN,0.001292,NaN,NaN,0.0278,NaN,NaN,NaN,NaN,NaN,0.0414,NaN,NaN,0.0449,NaN,NaN
636,0.1594,NaN,NaN,NaN,NaN,NaN,0.1549,NaN,NaN,NaN,NaN,NaN,0.000880,NaN,NaN,NaN,NaN,NaN,0.000988,NaN,NaN,NaN,NaN,NaN,0.0287,NaN,NaN,NaN,NaN,NaN,0.0415,NaN,NaN,NaN,NaN,NaN
